id,createdDate,updatedDate,version,authorizationId,allowedMimeTypes,maxFileSize,storageAggregatorId
0875dd38-b48c-4435-b467-5f0d54d4e4f4,"2024-06-05 09:37:06.286981","2024-06-24 14:31:59.346830",1,834befc6-8dee-49a2-a8bc-d11f97d2affb,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
08a56eea-38d4-4102-b643-46eaa13f12ec,"2024-07-11 15:15:09.057803","2024-07-11 15:15:09.057803",1,3cbfb00e-f23d-4d6e-ba50-1588354e04cc,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
08a8a3da-ce64-48d5-9de9-33909f8dad45,"2023-07-11 15:02:10.295755","2024-06-24 14:31:59.346830",1,fca7dcd4-5d1e-4368-a56e-d7e88e9097d1,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
08d87e70-cc63-4590-994b-437ed24a42c7,"2024-07-26 12:34:46.407142","2024-07-26 12:34:46.407142",1,dafc37d3-63aa-48ec-bc42-bcbb7dc00f71,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0903fd84-7c77-4512-b951-11b0646faf39,"2024-08-14 06:47:08.561759","2024-08-14 06:47:08.561759",1,c4ab0ec0-d82a-4f61-8817-183d89f7e017,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
090c2797-501a-4b00-a842-731cbfb6dd34,"2024-04-10 12:56:33.682474","2024-06-24 14:31:59.346830",1,a06e2bb8-2819-42ab-bd20-8fc6d55b346c,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
095c75c3-4b53-4d18-96e4-3daf91b3a2fc,"2024-06-28 14:11:57.753009","2024-06-28 14:11:57.753009",1,4e9d3a9a-8dce-49cd-aa66-f21167a021fc,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
09cc598f-cac4-4879-807d-9d2a799360fb,"2024-06-28 14:12:20.864846","2024-06-28 14:12:20.864846",1,42de77bb-96ad-4a77-afe1-2d2280d69b98,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0a2f92d9-2aff-4b2e-8e53-17ab530c60ce,"2023-10-10 13:23:17.784132","2024-06-24 14:31:59.346830",1,ee0c364a-18d3-4d81-92fa-40a7aeba3c2f,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
0a5f510d-2d49-4caf-b53f-6e033f5138cf,"2023-10-10 13:23:17.383627","2024-06-24 14:31:59.346830",1,a493b773-a62a-4533-a6ea-ef51479b7b7d,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
0a7142a3-f789-4db8-817c-0e01e1c52d8f,"2024-06-04 08:53:25.079027","2024-06-24 14:31:59.346830",1,92bd2115-14d2-4a94-b537-54f612f7193e,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",20971520,NULL
0a75b4d3-da2d-445d-a516-61bb9a107b79,"2024-06-05 09:44:32.995327","2024-06-24 14:31:59.346830",1,42d310a7-5d33-45b0-808b-e23bb7c5e23a,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0ad8ea86-a59a-45f8-a062-e6938b08192c,"2024-06-05 08:57:23.351385","2024-06-24 14:31:59.346830",1,336af1ac-6a27-4a24-8fec-62d7332d9f88,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
0aebb522-ca12-4e42-bb20-5103dceed57a,"2024-08-21 09:12:04.602969","2024-08-21 09:12:04.602969",1,8903e25d-42d3-4be9-b848-842d68df62b3,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument.spreadsheet,application/msword,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.oasis.opendocument.text,image/bmp,image/jpg,image/jpeg,image/x-png,image/png,image/gif,image/webp,image/svg+xml,image/avif",15728640,NULL
