id,createdDate,updatedDate,version,authorizationId,profileId,whiteboardId
0507cbda-f6fb-4b8b-aa0f-2a894c0c59e7,"2024-06-19 10:35:19.097593","2024-08-09 08:37:14.000000",18,d8b5987a-38e6-4ba7-b348-a4d3f61131de,75299abe-8fa9-427e-b7a5-d64b97df45a7,NULL
0512f4e1-c442-4840-a2fe-887d7208d9ff,"2024-05-17 11:44:27.906702","2024-08-09 08:38:38.000000",62,8c62c401-2f28-45a9-9c29-237db8675752,af227e11-9c9f-4fca-8070-eee5ee389d45,NULL
05150b13-dd2f-4bae-8c73-3d967444c9e7,"2024-06-04 06:46:09.894810","2024-08-09 08:37:28.000000",49,b974b76e-70b1-4b56-9667-9d04ae73c5da,bf7f6c0a-59fb-46b8-816a-d87dfb12e698,NULL
051936f8-32b6-4e7f-ac62-94bb22b3bced,"2023-11-06 14:17:38.886627","2024-08-09 08:38:15.000000",144,04962986-9fd4-4bb6-8f22-32f3b7fed85e,6a4ba501-6798-43ed-9ba0-dff78067a45a,NULL
051f2d13-805f-481f-b35d-a9f457e32d2c,"2024-05-16 14:17:36.842632","2024-08-09 08:38:46.000000",63,47f16d26-e045-429f-84f7-a21a9987e91f,1acc3e5a-ff77-4d54-bc42-3fda0baea282,NULL
052577c3-8093-4321-91c7-49595e1d9c8b,"2023-11-06 14:17:40.163695","2024-08-09 08:37:09.000000",174,571fb730-2890-42de-a6bc-07ece1820d8f,6209d17f-c76e-4e71-9e4c-1f7192887222,NULL
0528dac3-fda3-4c2b-8ab9-64711f948b32,"2024-05-28 13:05:04.630258","2024-08-09 08:37:09.000000",50,0abe8682-22af-4b0c-bc8d-575b669f70c5,8b8088b7-d41d-41dd-89e1-4753540c63cb,NULL
052c7004-0ec4-413f-ba5b-08b96d4af47b,"2023-11-06 14:17:26.717438","2024-08-09 08:38:05.000000",205,cb21c46e-bfef-48e3-b465-1ea9e1dc23ec,6b3bddac-98d9-44f5-9313-4b4096db46f7,NULL
052c904f-59bb-4139-8dc5-73f05cbbf57e,"2024-01-11 10:09:44.981610","2024-08-09 08:37:34.000000",110,88e1ed2f-5d7d-457d-9e40-52b9f52e5fcc,dd0fd48f-f58f-4aea-8459-5e4e595f3c2a,NULL
0530f4bf-e7c1-46d2-8557-b3f0b328bbd0,"2024-05-17 13:40:27.822500","2024-05-17 13:40:33.000000",5,929e5706-2397-4662-8198-85a0e1b31ce1,5468f5ed-ea76-4427-a5d3-579803c84f56,NULL
05370d8e-b720-4dfe-86c8-f8db4bd1bd9c,"2023-12-05 13:00:06.785972","2024-08-09 08:38:00.000000",161,38f4e1dc-f802-4e68-b2f4-91b50f186459,b155ff4a-9e2c-4b94-8324-d43d4bed6f59,NULL
054baf80-048d-4f79-bfe4-4b07a1fbc6b6,"2024-06-03 09:07:35.949787","2024-08-09 08:37:16.000000",55,e835a4e4-71c2-40b6-80e2-b0fe06ba1551,74867ae0-79aa-43fc-bdb1-cfe3319af211,NULL
055892e5-3c7e-400a-9bbb-2d7a3c8b4fd5,"2024-06-10 13:31:36.738061","2024-08-09 11:06:40.000000",28,5b43513f-c1fe-4b8c-acee-168f291811e8,b9178249-71c2-4a68-a3ab-98baead395ad,NULL
055d842e-4d94-4621-ad68-d2b05a74576c,"2024-06-18 13:24:24.252554","2024-08-09 08:36:55.000000",23,1149ed82-d263-46dd-9c15-62ca40b809ce,8cd4c124-0516-445f-8e81-05b1572565c8,NULL
056c52af-168e-4d40-91f9-7767a027b354,"2024-04-08 09:20:57.951597","2024-08-09 08:38:07.000000",88,04fef576-2186-47fc-aada-61e5bc963156,c232d87e-ee32-4204-ba03-2f3127e81f1c,NULL
05762251-78c5-4ec3-81d3-cbde5d0c27ae,"2024-08-29 08:21:44.398570","2024-08-29 08:21:44.398570",1,7b0ea184-0e7e-4fa6-b749-bf46ca24506e,dd68ce5b-a5c2-45f5-8b62-fafdc1cc9a01,NULL
057a5ea0-212c-40f4-a4c3-b16dc378555f,"2024-06-19 10:33:10.669853","2024-08-09 08:37:33.000000",20,4852162a-5a50-4467-a9f5-22430a439223,55db24d2-d3d5-4c14-8801-5df80113ebb7,NULL
0588d8aa-8d4e-484e-88f9-911607faa0ea,"2024-05-16 13:41:33.788998","2024-08-09 08:38:32.000000",71,e30619e1-4ced-4d83-ab99-3e7263c61634,fb4f8604-e3a0-45c9-a10b-a66c84aed5e8,NULL
05a4dffc-3ac0-498b-bc2c-5ec08a1bbd5c,"2024-02-20 15:56:24.597037","2024-08-09 08:37:52.000000",132,a27b8fbf-d6b7-435f-b0e2-d64c48aacb27,c21a4237-c7e1-4f91-a66b-b229649ff6cd,NULL
05bcccfb-a942-4bbb-8711-7a626f4b3361,"2024-06-05 09:44:26.080479","2024-06-05 09:44:30.000000",3,40d8f2d2-9a9c-4360-8023-df558fb2fd92,8092cc0c-09ad-4ada-a7e4-39e02a4c033c,NULL
05c1ad61-1b80-4b4f-80db-aaf38bf1d941,"2024-06-28 11:27:06.668684","2024-08-09 08:36:59.000000",20,e8b9c414-1ea1-485c-8021-c662a253c3a4,9f7e53bf-f372-4153-bdc3-3b879bc84d50,NULL
05cc9b9e-8d93-4043-ac6a-68689a0d93bc,"2024-07-01 10:50:23.758476","2024-08-09 08:37:00.000000",13,6a34b30b-e9d4-4094-8b6a-244f8c654731,7052bdfa-f559-4eed-a18e-777d40ceb110,NULL
05d8b9ab-03a4-425b-ae2b-dd301eee6dd0,"2024-08-14 08:48:53.269397","2024-08-14 08:48:55.000000",2,3c5b93ab-925b-4b78-970c-851bb20bbe41,1e2a94c0-71ec-4f9a-9a19-8c06b96348c1,NULL
05e4c32e-57cb-4f20-9b99-127bedf610b2,"2023-11-06 14:17:24.133592","2024-08-09 08:37:50.000000",181,91e1ce92-e05c-4d79-9591-7d2adeebd0a0,5392be6f-fc47-4772-be62-4ff0581baa0a,NULL
